fecha,id_sku,categoria,volumen_litros,formato_envase,cantidad_vendida_total,stock_apertura,ingresos_almacen,stock_disponible_cierre,stock_minimo,precio_unitario_promedio,descuento_total,porcentaje_descuento_promedio,inversion_ads_total,clics_total,impresiones_total,conversiones_total,temperatura_promedio_celsius,temperatura_maxima_celsius,humedad_porcentaje,precipitacion_mm,alerta_ola_calor,numero_dia_semana,mes,trimestre,es_fin_de_semana,es_feriado,es_quincena,es_fin_mes,temporada,ventas_lag1,ventas_lag7,ventas_roll7,ads_lag1,ads_lag3,riesgo_demanda_censurada,fecha_creacion,fecha_modificacion,usuario_modificacion
2024-11-27,SKU_20L,Familiar,20.0,Bidón,67,199,0,132,120,6.38,75.38,15.0,0.0,0,0,0,19.2,23.6,78.6,0.0,False,3,11,4,False,False,False,False,Intermedia,64,71,77.14,20.11,47.36,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-28,SKU_20L,Familiar,20.0,Bidón,56,476,344,420,120,6.38,63.01,15.0,0.0,0,0,0,16.8,20.7,81.0,0.0,False,4,11,4,False,False,False,False,Intermedia,67,64,76.0,0.0,73.89,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-29,SKU_20L,Familiar,20.0,Bidón,68,420,0,352,120,6.38,76.49,15.0,0.0,0,0,0,19.4,22.3,81.1,0.8,False,5,11,4,False,False,False,False,Intermedia,56,62,76.86,0.0,20.11,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-11-30,SKU_20L,Familiar,20.0,Bidón,99,352,0,253,120,6.38,111.38,15.0,0.0,0,0,0,18.2,22.7,76.0,0.0,False,6,11,4,True,False,True,True,Intermedia,68,121,73.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-01,SKU_20L,Familiar,20.0,Bidón,101,564,311,463,120,7.5,0.0,0.0,0.0,0,0,0,19.0,22.0,84.5,0.0,False,7,12,4,True,False,False,False,Verano,99,89,75.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-02,SKU_20L,Familiar,20.0,Bidón,71,463,0,392,120,7.5,0.0,0.0,0.0,0,0,0,18.4,22.8,79.3,0.0,False,1,12,4,False,False,False,False,Verano,101,73,75.14,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-03,SKU_20L,Familiar,20.0,Bidón,63,392,0,329,120,7.5,0.0,0.0,26.31,409,22468,15,17.4,20.3,75.7,0.0,False,2,12,4,False,False,False,False,Verano,71,64,75.0,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-04,SKU_20L,Familiar,20.0,Bidón,68,329,0,261,120,7.5,0.0,0.0,196.87,2650,191843,83,20.0,24.7,76.2,0.0,False,3,12,4,False,False,False,False,Verano,63,67,75.14,26.31,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-05,SKU_20L,Familiar,20.0,Bidón,88,261,0,173,120,7.5,0.0,0.0,287.47,3008,220937,116,20.0,22.5,74.8,0.0,False,4,12,4,False,False,False,False,Verano,68,56,79.71,196.87,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-06,SKU_20L,Familiar,20.0,Bidón,80,173,0,93,120,7.5,0.0,0.0,141.7,1553,112836,30,18.3,22.4,89.6,0.0,False,5,12,4,False,False,False,False,Verano,88,68,81.43,287.47,26.31,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-07,SKU_20L,Familiar,20.0,Bidón,88,355,262,267,120,7.5,0.0,0.0,244.25,2741,168092,84,20.3,24.3,85.1,0.0,False,6,12,4,True,False,False,False,Verano,80,99,79.86,141.7,196.87,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-08,SKU_20L,Familiar,20.0,Bidón,107,267,0,160,120,7.5,0.0,0.0,194.48,2136,140280,52,19.5,23.2,76.1,0.0,False,7,12,4,True,True,False,False,Verano,88,101,80.71,244.25,287.47,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-09,SKU_20L,Familiar,20.0,Bidón,85,160,0,75,120,7.5,0.0,0.0,119.68,1011,44503,53,19.8,24.1,75.4,0.0,False,1,12,4,False,False,False,False,Verano,107,71,82.71,194.48,141.7,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-10,SKU_20L,Familiar,20.0,Bidón,85,369,294,284,120,7.5,0.0,0.0,173.32,1776,100240,77,18.0,21.4,78.8,0.0,False,2,12,4,False,False,False,False,Verano,85,63,85.86,119.68,244.25,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-11,SKU_20L,Familiar,20.0,Bidón,80,284,0,204,120,7.5,0.0,0.0,256.18,3011,182737,114,19.4,23.7,72.9,0.0,False,3,12,4,False,False,False,False,Verano,85,68,87.57,173.32,194.48,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-12,SKU_20L,Familiar,20.0,Bidón,78,204,0,126,120,7.5,0.0,0.0,199.09,2396,186396,84,18.3,22.4,86.8,0.0,False,4,12,4,False,False,False,False,Verano,80,88,86.14,256.18,119.68,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-13,SKU_20L,Familiar,20.0,Bidón,67,497,371,430,120,7.5,0.0,0.0,169.4,1761,90157,56,20.1,23.5,76.5,0.0,False,5,12,4,False,False,False,False,Verano,78,80,84.29,199.09,173.32,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-14,SKU_20L,Familiar,20.0,Bidón,97,430,0,333,120,7.5,0.0,0.0,242.56,2620,187753,115,18.8,22.2,74.4,2.5,False,6,12,4,True,False,False,False,Verano,67,88,85.57,169.4,256.18,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-15,SKU_20L,Familiar,20.0,Bidón,123,711,378,588,120,7.5,0.0,0.0,131.34,1423,83647,46,19.4,22.6,71.3,0.0,False,7,12,4,True,False,True,False,Verano,97,107,87.86,242.56,199.09,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-16,SKU_20L,Familiar,20.0,Bidón,98,588,0,490,120,7.5,0.0,0.0,250.33,2525,145928,84,20.2,24.8,76.9,0.0,False,1,12,4,False,False,False,False,Verano,123,85,89.71,131.34,169.4,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-17,SKU_20L,Familiar,20.0,Bidón,72,490,0,418,120,7.5,0.0,0.0,136.7,2153,143281,94,18.5,21.3,67.7,0.0,False,2,12,4,False,False,False,False,Verano,98,85,87.86,250.33,242.56,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-18,SKU_20L,Familiar,20.0,Bidón,71,418,0,347,120,6.75,53.25,10.0,147.11,1391,79919,45,17.2,21.5,79.7,0.0,False,3,12,4,False,False,False,False,Verano,72,80,86.57,136.7,131.34,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-19,SKU_20L,Familiar,20.0,Bidón,113,347,0,234,120,6.75,84.75,10.0,168.48,1605,103205,67,18.7,23.1,80.1,0.0,False,4,12,4,False,False,False,False,Verano,71,78,91.57,147.11,250.33,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-20,SKU_20L,Familiar,20.0,Bidón,92,234,0,142,120,6.75,69.0,10.0,215.41,2540,153674,81,18.8,22.0,75.3,0.0,False,5,12,4,False,False,False,False,Verano,113,67,95.14,168.48,136.7,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-21,SKU_20L,Familiar,20.0,Bidón,111,419,277,308,120,6.75,83.25,10.0,198.83,2432,157209,111,20.4,24.0,74.2,0.0,False,6,12,4,True,False,False,False,Verano,92,97,97.14,215.41,147.11,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-22,SKU_20L,Familiar,20.0,Bidón,98,668,360,570,120,6.75,73.5,10.0,181.64,1722,108875,77,19.3,22.0,78.3,0.0,False,7,12,4,True,False,False,False,Verano,111,123,93.57,198.83,168.48,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-23,SKU_20L,Familiar,20.0,Bidón,94,570,0,476,120,6.75,70.5,10.0,161.08,1343,78401,30,17.9,21.3,83.2,2.0,False,1,12,4,False,False,False,False,Verano,98,98,93.0,181.64,215.41,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-24,SKU_20L,Familiar,20.0,Bidón,82,476,0,394,120,6.75,61.5,10.0,42.22,251,12029,6,20.0,24.8,79.9,0.0,False,2,12,4,False,False,False,False,Verano,94,72,94.43,161.08,198.83,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-25,SKU_20L,Familiar,20.0,Bidón,80,394,0,314,120,7.5,0.0,0.0,0.0,0,0,0,20.7,25.6,73.5,0.0,False,3,12,4,False,True,False,False,Verano,82,71,95.71,42.22,181.64,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-26,SKU_20L,Familiar,20.0,Bidón,54,314,0,260,120,7.5,0.0,0.0,0.0,0,0,0,20.3,23.9,72.1,0.0,False,4,12,4,False,False,False,False,Verano,80,113,87.29,0.0,161.08,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-27,SKU_20L,Familiar,20.0,Bidón,77,260,0,183,120,7.5,0.0,0.0,0.0,0,0,0,19.5,22.3,77.0,0.0,False,5,12,4,False,False,False,False,Verano,54,92,85.14,0.0,42.22,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-28,SKU_20L,Familiar,20.0,Bidón,104,183,0,79,120,7.5,0.0,0.0,0.0,0,0,0,20.4,24.2,82.1,0.0,False,6,12,4,True,False,False,False,Verano,77,111,84.14,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-29,SKU_20L,Familiar,20.0,Bidón,95,302,223,207,120,7.5,0.0,0.0,0.0,0,0,0,20.0,24.3,78.4,0.0,False,7,12,4,True,False,False,False,Verano,104,98,83.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-30,SKU_20L,Familiar,20.0,Bidón,82,207,0,125,120,7.5,0.0,0.0,0.0,0,0,0,19.5,22.4,66.6,0.0,False,1,12,4,False,False,True,False,Verano,95,94,82.0,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-12-31,SKU_20L,Familiar,20.0,Bidón,104,401,276,297,120,7.5,0.0,0.0,0.0,0,0,0,20.1,23.6,85.8,0.0,False,2,12,4,False,False,True,True,Verano,82,82,85.14,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-01,SKU_500ML,Personal,0.5,Botella,131,720,0,589,240,1.2,0.0,0.0,0.0,0,0,0,20.9,25.2,76.4,0.0,False,1,1,1,False,True,False,False,Verano,0,0,131.0,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-02,SKU_500ML,Personal,0.5,Botella,145,589,0,444,240,1.2,0.0,0.0,0.0,0,0,0,20.8,25.1,81.1,0.0,False,2,1,1,False,False,False,False,Verano,131,0,138.0,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-03,SKU_500ML,Personal,0.5,Botella,168,444,0,276,240,1.2,0.0,0.0,79.02,1276,61293,67,20.3,23.2,79.7,0.0,False,3,1,1,False,False,False,False,Verano,145,0,148.0,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-04,SKU_500ML,Personal,0.5,Botella,148,969,693,821,240,1.2,0.0,0.0,69.98,1207,89448,30,18.6,21.9,82.8,0.0,False,4,1,1,False,False,False,False,Verano,168,0,148.0,79.02,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-05,SKU_500ML,Personal,0.5,Botella,159,821,0,662,240,1.2,0.0,0.0,241.6,2580,212518,91,20.1,23.7,72.1,0.0,False,5,1,1,False,False,False,False,Verano,148,0,150.2,69.98,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-06,SKU_500ML,Personal,0.5,Botella,210,662,0,452,240,1.2,0.0,0.0,239.52,2387,172560,63,22.9,25.5,76.7,0.0,False,6,1,1,True,False,False,False,Verano,159,0,160.17,241.6,79.02,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-07,SKU_500ML,Personal,0.5,Botella,221,452,0,231,240,1.2,0.0,0.0,193.75,2238,138127,92,20.5,24.7,76.2,0.0,False,7,1,1,True,False,False,False,Verano,210,0,168.86,239.52,69.98,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-08,SKU_500ML,Personal,0.5,Botella,160,810,579,650,240,1.2,0.0,0.0,207.88,2783,168476,134,20.6,25.4,77.2,0.0,False,1,1,1,False,False,False,False,Verano,221,131,173.0,193.75,241.6,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-09,SKU_500ML,Personal,0.5,Botella,158,650,0,492,240,1.2,0.0,0.0,260.97,2800,211809,105,21.3,25.2,68.8,0.0,False,2,1,1,False,False,False,False,Verano,160,145,174.86,207.88,239.52,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-10,SKU_500ML,Personal,0.5,Botella,204,492,0,288,240,1.08,24.48,10.0,151.01,2001,115574,107,21.4,26.2,80.1,0.0,False,3,1,1,False,False,False,False,Verano,158,168,180.0,260.97,193.75,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-11,SKU_500ML,Personal,0.5,Botella,203,288,0,85,240,1.08,24.36,10.0,217.34,2410,158453,96,21.2,24.7,75.5,0.0,False,4,1,1,False,False,False,False,Verano,204,148,187.86,151.01,207.88,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-12,SKU_500ML,Personal,0.5,Botella,185,611,526,426,240,1.08,22.2,10.0,178.15,2024,118796,78,20.3,24.1,74.0,0.0,False,5,1,1,False,False,False,False,Verano,203,159,191.57,217.34,260.97,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-13,SKU_500ML,Personal,0.5,Botella,184,426,0,242,240,1.08,22.08,10.0,192.26,2342,160317,106,20.9,23.4,79.4,0.0,False,6,1,1,True,False,False,False,Verano,185,210,187.86,178.15,151.01,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-14,SKU_500ML,Personal,0.5,Botella,234,738,496,504,240,1.08,28.08,10.0,136.39,1941,165475,52,22.2,24.9,78.8,0.0,False,7,1,1,True,False,False,False,Verano,184,221,189.71,192.26,217.34,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-15,SKU_500ML,Personal,0.5,Botella,217,1222,718,1005,240,1.08,26.04,10.0,221.51,2122,167327,86,21.9,25.2,80.0,0.0,False,1,1,1,False,False,True,False,Verano,234,160,197.86,136.39,178.15,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-16,SKU_500ML,Personal,0.5,Botella,229,1005,0,776,240,1.08,27.48,10.0,303.46,3188,175068,122,22.6,26.7,71.8,0.0,False,2,1,1,False,False,False,False,Verano,217,158,208.0,221.51,192.26,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-17,SKU_500ML,Personal,0.5,Botella,195,776,0,581,240,1.08,23.4,10.0,70.25,827,84709,12,22.0,26.4,73.4,0.0,False,3,1,1,False,False,False,False,Verano,229,204,206.71,303.46,136.39,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-18,SKU_500ML,Personal,0.5,Botella,296,581,0,285,240,1.08,35.52,10.0,242.33,2158,124964,102,24.5,28.1,70.0,0.0,True,4,1,1,False,False,False,False,Verano,195,203,220.0,70.25,221.51,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-19,SKU_500ML,Personal,0.5,Botella,186,893,608,707,240,1.08,22.32,10.0,201.55,2068,120714,80,22.0,25.3,74.8,0.0,False,5,1,1,False,False,False,False,Verano,296,185,220.14,242.33,303.46,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-20,SKU_500ML,Personal,0.5,Botella,245,707,0,462,240,1.08,29.4,10.0,228.88,2061,122138,88,21.6,26.0,70.4,0.0,False,6,1,1,True,False,False,False,Verano,186,184,228.86,201.55,70.25,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-21,SKU_500ML,Personal,0.5,Botella,190,462,0,272,240,1.2,0.0,0.0,144.2,1135,69959,22,21.4,26.3,74.5,0.0,False,7,1,1,True,False,False,False,Verano,245,234,222.57,228.88,242.33,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-22,SKU_500ML,Personal,0.5,Botella,187,889,617,702,240,1.2,0.0,0.0,84.98,1191,128821,29,22.4,25.3,76.9,0.0,False,1,1,1,False,False,False,False,Verano,190,217,218.29,144.2,201.55,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-23,SKU_500ML,Personal,0.5,Botella,118,702,0,584,240,1.2,0.0,0.0,87.53,1189,85726,47,21.7,24.8,75.0,0.0,False,2,1,1,False,False,False,False,Verano,187,229,202.43,84.98,228.88,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-24,SKU_500ML,Personal,0.5,Botella,86,584,0,498,240,1.2,0.0,0.0,65.17,919,74359,49,20.2,23.3,79.0,0.0,False,3,1,1,False,False,False,False,Verano,118,195,186.86,87.53,144.2,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-25,SKU_500ML,Personal,0.5,Botella,136,498,0,362,240,1.2,0.0,0.0,76.2,853,60218,15,22.3,26.1,77.4,0.0,False,4,1,1,False,False,False,False,Verano,86,296,164.0,65.17,84.98,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-26,SKU_500ML,Personal,0.5,Botella,186,362,0,176,240,1.2,0.0,0.0,111.58,1583,153565,76,22.5,25.7,68.9,1.9,False,5,1,1,False,False,False,False,Verano,136,186,164.0,76.2,87.53,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-27,SKU_500ML,Personal,0.5,Botella,200,814,638,614,240,1.2,0.0,0.0,124.4,1524,138992,35,22.0,25.2,76.0,0.0,False,6,1,1,True,False,False,False,Verano,186,245,157.57,111.58,65.17,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-29,SKU_500ML,Personal,0.5,Botella,205,448,0,243,240,1.2,0.0,0.0,0.0,0,0,0,22.1,26.4,79.0,0.0,False,1,1,1,False,False,False,False,Verano,166,187,156.71,0.0,111.58,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-30,SKU_500ML,Personal,0.5,Botella,208,784,541,576,240,1.2,0.0,0.0,0.0,0,0,0,23.3,26.0,83.6,0.0,False,2,1,1,False,False,True,False,Verano,205,118,169.57,0.0,124.4,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-01-31,SKU_500ML,Personal,0.5,Botella,239,576,0,337,240,1.2,0.0,0.0,0.0,0,0,0,24.2,26.8,77.5,0.0,False,3,1,1,False,False,True,True,Verano,208,86,191.43,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-01,SKU_500ML,Personal,0.5,Botella,140,971,634,831,240,1.2,0.0,0.0,0.0,0,0,0,22.1,26.3,77.8,0.0,False,4,2,1,False,False,False,False,Verano,239,136,192.0,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-02,SKU_500ML,Personal,0.5,Botella,177,831,0,654,240,1.2,0.0,0.0,49.07,325,16091,12,22.7,25.5,71.8,0.0,False,5,2,1,False,False,False,False,Verano,140,186,190.71,0.0,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-03,SKU_500ML,Personal,0.5,Botella,214,654,0,440,240,1.2,0.0,0.0,115.68,1529,58489,32,23.8,28.3,69.5,0.0,True,6,2,1,True,False,False,False,Verano,177,200,192.71,49.07,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-04,SKU_500ML,Personal,0.5,Botella,243,440,0,197,240,1.2,0.0,0.0,251.16,2406,136774,67,22.9,27.7,74.3,0.0,False,7,2,1,True,False,False,False,Verano,214,166,203.71,115.68,0.0,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-05,SKU_500ML,Personal,0.5,Botella,182,893,696,711,240,1.2,0.0,0.0,238.82,2389,212238,76,22.3,26.6,70.5,0.0,False,1,2,1,False,False,False,False,Verano,243,205,200.43,251.16,49.07,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-06,SKU_500ML,Personal,0.5,Botella,209,711,0,502,240,1.2,0.0,0.0,235.64,2405,164510,92,23.8,26.6,79.2,0.0,False,2,2,1,False,False,False,False,Verano,182,208,200.57,238.82,115.68,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-07,SKU_500ML,Personal,0.5,Botella,194,502,0,308,240,1.2,0.0,0.0,167.77,1914,109150,70,23.7,26.2,71.6,0.0,False,3,2,1,False,False,False,False,Verano,209,239,194.14,235.64,251.16,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-08,SKU_500ML,Personal,0.5,Botella,199,308,0,109,240,1.2,0.0,0.0,157.37,1991,139722,66,24.3,27.4,79.2,0.0,False,4,2,1,False,False,False,False,Verano,194,140,202.57,167.77,238.82,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-09,SKU_500ML,Personal,0.5,Botella,219,885,776,666,240,1.2,0.0,0.0,288.24,3776,218311,170,24.5,28.6,70.5,0.0,True,5,2,1,False,False,False,False,Verano,199,177,208.57,157.37,235.64,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-10,SKU_500ML,Personal,0.5,Botella,226,666,0,440,240,1.2,0.0,0.0,260.09,2789,184647,119,23.0,26.4,75.7,0.0,False,6,2,1,True,False,False,False,Verano,219,214,210.29,288.24,167.77,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-11,SKU_500ML,Personal,0.5,Botella,218,440,0,222,240,1.2,0.0,0.0,285.6,3492,226378,73,23.7,28.4,75.9,0.0,True,7,2,1,True,False,False,False,Verano,226,243,206.71,260.09,157.37,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-12,SKU_500ML,Personal,0.5,Botella,289,802,580,513,240,1.06,41.6,12.0,250.98,2629,189981,72,26.0,29.7,72.8,0.0,True,1,2,1,False,False,False,False,Verano,218,182,222.0,285.6,288.24,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-13,SKU_500ML,Personal,0.5,Botella,225,513,0,288,240,1.06,32.39,12.0,183.63,1756,129216,36,23.0,27.9,77.0,0.0,False,2,2,1,False,False,False,False,Verano,289,209,224.29,250.98,260.09,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-14,SKU_500ML,Personal,0.5,Botella,230,288,0,58,240,1.06,33.12,12.0,102.74,1103,78357,27,23.9,28.8,77.3,0.0,True,3,2,1,False,False,False,False,Verano,225,194,229.43,183.63,285.6,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-15,SKU_500ML,Personal,0.5,Botella,293,634,576,341,240,1.06,42.19,12.0,242.76,2161,112914,81,23.4,28.0,68.7,0.0,False,4,2,1,False,False,True,False,Verano,230,199,242.86,102.74,250.98,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-16,SKU_500ML,Personal,0.5,Botella,224,341,0,117,240,1.06,32.26,12.0,264.8,3056,204139,78,24.7,28.9,74.0,0.0,True,5,2,1,False,False,False,False,Verano,293,219,243.57,242.76,183.63,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-17,SKU_500ML,Personal,0.5,Botella,245,776,659,531,240,1.06,35.29,12.0,48.78,724,32119,36,24.2,28.9,69.4,0.0,True,6,2,1,True,False,False,False,Verano,224,226,246.29,264.8,102.74,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-18,SKU_500ML,Personal,0.5,Botella,265,531,0,266,240,1.06,38.15,12.0,271.29,2738,168381,106,23.5,26.7,80.2,0.0,False,7,2,1,True,False,False,False,Verano,245,218,253.0,48.78,242.76,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-19,SKU_500ML,Personal,0.5,Botella,261,719,453,458,240,1.2,0.0,0.0,261.83,2955,166736,129,24.7,29.2,89.0,0.0,True,1,2,1,False,False,False,False,Verano,265,289,249.0,271.29,264.8,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-20,SKU_500ML,Personal,0.5,Botella,242,458,0,216,240,1.2,0.0,0.0,196.64,2097,77694,71,24.6,27.9,74.4,0.0,False,2,2,1,False,False,False,False,Verano,261,225,251.43,261.83,48.78,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-21,SKU_500ML,Personal,0.5,Botella,156,795,579,639,240,1.2,0.0,0.0,159.32,1630,65345,58,24.1,27.7,74.5,0.0,False,3,2,1,False,False,False,False,Verano,242,230,240.86,196.64,271.29,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-22,SKU_500ML,Personal,0.5,Botella,194,639,0,445,240,1.2,0.0,0.0,162.14,1718,78103,62,24.2,26.8,74.3,0.0,False,4,2,1,False,False,False,False,Verano,156,293,226.71,159.32,261.83,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-23,SKU_500ML,Personal,0.5,Botella,250,445,0,195,240,1.2,0.0,0.0,164.56,1676,78769,29,24.6,29.1,69.3,0.0,True,5,2,1,False,False,False,False,Verano,194,224,230.43,162.14,196.64,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-24,SKU_500ML,Personal,0.5,Botella,318,816,621,498,240,1.2,0.0,0.0,143.33,1676,103750,62,26.6,30.7,79.3,0.0,True,6,2,1,True,False,False,False,Verano,250,245,240.86,164.56,159.32,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
2024-02-25,SKU_500ML,Personal,0.5,Botella,246,498,0,252,240,1.2,0.0,0.0,82.22,1570,102491,66,23.1,27.6,75.8,0.0,False,7,2,1,True,False,False,False,Verano,318,265,238.14,143.33,162.14,False,2026-05-31 02:43:34.222205,2026-05-31 02:43:34.222205,postgres
